Tulkarem,Tiberias,71.34
Tulkarem,Jericho,64.97
Qalqilya,Jenin,43.09
Qalqilya,Ramallah,39.09
Qalqilya,Jersualem,52.00
Qalqilya,Nablus,34.86
Qalqilya,Tulkarem,14.59
Qalqilya,Haifa,70.06
Qalqilya,Tubas,40.08
Qalqilya,Salfit,22.87
Qalqilya,Bethlehem,57.81
Qalqilya,Jaffa,25.81
Qalqilya,Hebron,74.10
Qalqilya,Afula,55.42
Qalqilya,Tiberias,85.16
Qalqilya,Jericho,58.97
Haifa,Jenin,49.08
Haifa,Ramallah,100.54 
Haifa,Jersualem,118.63
Haifa,Nablus,92.57 
Haifa,Tulkarem,56.52
Haifa,Qalqilya,70.06
Haifa,Tubas,65.80
Haifa,Salfit,83.58
Haifa,Bethlehem,125.22
Haifa,Jaffa,88.23
Haifa,Hebron,143.59
Haifa,Afula,36.51
Haifa,Tiberias,50.81
Haifa,Jericho,115.82































